Label,z_mean,z_std,z_aad,z_min,z_max,z_maxmin_diff,z_median,z_mad,z_IQR,z_neg_count,z_pos_count,z_above_mean,z_peak_count,z_skewness,z_kurtosis,z_energy,avg_result_accl,sma,z_mean_fft,z_std_fft,z_aad_fft,z_min_fft,z_max_fft,z_maxmin_diff_fft,z_median_fft,z_mad_fft,z_IQR_fft,z_above_mean_fft,z_peak_count_fft,z_skewness_fft,z_kurtosis_fft,z_energy_fft,avg_result_accl_fft
1,104.99,9.107683569382502,2.272400000000001,69,182,113,105.0,1.0,1.25,0,100,62,25,5.072392633954606,51.733401450876976,11105.849999999999,268.65826201325314,368.05999999999995,85.03866252528736,33.13949118363602,27.86109277062925,12.259580809480715,142.4130634338421,130.15348262436137,81.95787426735461,23.58345817114296,52.0925999979222,24,18,-0.12630332170074143,-0.9136007910376023,8329.800000000003,192.89883468602255
1,105.21,9.103070910412596,2.309799999999998,69,182,113,105.0,1.0,2.0,0,100,31,24,5.008357573509363,51.356754104340816,11152.01,268.7125251862161,368.26,84.92104969753994,33.313890770487106,27.752566299729715,7.518833952172675,147.05441169852745,139.53557774635476,80.98353180983949,24.070837858696127,52.3507291313213,23,18,-0.09570752380904773,-0.7431042691906109,8321.399999999998,193.10558462236364
1,104.99,6.555143019034748,2.0742000000000025,69,144,75,105.0,1.0,2.0,0,100,71,22,-0.8766909344085976,25.96232136663434,11065.869999999999,269.1152234064353,369.81,59.985223247796476,28.59323332384806,23.979882089999222,12.113646641730977,122.22919443777378,110.1155477960428,55.80960208397825,23.528313155825202,48.276139263634626,24,20,0.3332263135962934,-0.8577180109978353,4415.799999999998,207.24436678418704
1,105.16,6.560060975326373,2.1559999999999997,69,144,75,105.0,1.0,2.0,0,100,45,21,-0.950806686784958,25.970221019931795,11101.659999999998,269.2006726774872,370.01,59.881905541016,28.735994654384868,24.24716380654107,14.265398250543246,128.98772125478152,114.72232300423828,55.40946342530488,25.35362487269103,51.978962877241,22,19,0.33556259816559686,-0.8649690900995952,4411.599999999998,207.15819827798896
1,106.0,6.830812543175226,2.28,71,147,76,105.0,1.0,1.25,0,100,15,22,2.5748785424124234,26.506581890609937,11282.66,269.8286723581198,371.34000000000003,63.198008991529505,28.00663599053902,23.071923354741894,1.8094956449358424,125.06739392298955,123.25789827805372,59.42681660543962,21.642420728617896,38.23504631420451,22,18,0.11266654023449935,-0.48733948489592915,4778.359999999999,178.8237677858564
1,106.04,6.823371600609188,2.268800000000005,71,147,76,105.0,1.0,1.0,0,100,14,23,2.56679493687017,26.574894546932295,11291.04,269.834166838104,371.40000000000003,63.0435183748493,28.248801583784694,22.898808568923005,1.2176402110519307,125.14369760179878,123.92605739074685,61.693016733540425,21.499000201841184,42.81224649196535,24,19,-0.01822808536452193,-0.5567386609932261,4772.479999999997,179.01409303505525
1,105.99,4.271990168528013,1.2697999999999998,104,147,43,105.0,1.0,1.0,0,100,49,25,8.852584118112276,81.95581531348127,11252.130000000001,269.2215221523622,369.07,42.13477030827841,7.867727185701138,6.384180570575486,22.44587707299832,61.32341042739035,38.87753335439203,41.08799574958307,5.665194580129583,10.74899793439802,22,17,0.3049804985940151,-0.04083142509971749,1837.2400000000005,106.59685151280932
1,106.55,5.56843784198046,2.0979999999999985,103,147,44,106.0,1.0,1.0,0,100,22,25,6.200628763546316,39.52174623038985,11383.91,269.63298300605675,371.88,49.886244078141864,24.775040903620237,20.70262815504957,3.0698364357779058,107.55548986189085,104.48565342611295,52.3950102167647,18.716796396554116,36.914548597450754,28,13,-0.1561395909296641,-0.7040984800756758,3102.4399999999996,166.6715637465586
1,106.34,3.9578276870020503,1.570400000000002,103,141,38,106.0,1.0,1.0,0,100,22,25,6.9978069237115905,56.5653550393477,11323.859999999999,269.4457018244635,370.52000000000004,37.6908796703588,12.353039693716404,9.707262186460628,1.1248227074336463,63.61301781493469,62.48819510750105,37.47116916049296,9.372688678054715,18.486868024542133,24,19,-0.31604791673303567,0.4380143084614838,1573.1999999999987,147.080444443447
1,106.56,4.101999512432931,1.764000000000001,99,141,42,106.0,1.0,2.0,0,100,30,27,6.169579901976038,47.58292254546333,11371.859999999999,269.2776790697279,371.25,38.695609069359364,14.571542085562319,11.460536212946748,8.389418451132798,68.69820992939827,60.308791478265476,39.060215273938084,8.130813495704611,16.88713912294918,26,19,-0.1230672389334557,-0.3942620186778365,1709.6800000000003,163.52858165749905
1,106.78,4.605605280525026,2.1984000000000004,95,141,46,106.0,1.0,2.0,0,100,36,28,4.475383388281127,29.693748628790487,11423.18,269.4387644030161,373.1700000000001,43.29526423433048,16.365820935092245,13.141292092582637,12.255788090613763,81.22154462709126,68.9657565364775,43.642188697742924,12.737089707943408,24.935251191190915,25,15,0.09873102074495169,-0.46003848260923164,2142.32,201.7848669983883
1,106.32,2.932166434566769,1.5551999999999975,95,122,27,106.0,1.0,2.0,0,100,32,29,1.8617331061894604,11.32616988228778,11312.54,269.03094371709466,370.43000000000006,26.306072081429257,13.105364231742968,10.372764044559311,2.2166833160015553,62.52480035019535,60.30811703419379,26.376660412655816,7.583859164569523,15.612666917110683,25,18,0.4914604215323085,0.4329961536401985,863.76,139.23107369485714
1,106.49,3.5790920636384866,1.7479999999999989,95,130,35,106.0,1.0,2.0,0,100,40,29,3.417432438468326,20.97194998458917,11352.929999999998,269.6311657455329,371.71000000000004,32.512444091026374,14.972674418015094,12.225295279827073,4.999999999999993,68.9053355175457,63.9053355175457,29.12778748267612,10.984136851046621,18.546944153648287,22,20,0.4711466192749849,-0.2838534783378459,1281.2399999999998,180.46069717744362
1,106.37,3.3989851426565543,1.5936000000000012,95,130,35,106.0,1.0,2.0,0,100,36,28,4.037692631774444,26.404048909538258,11326.13,269.7486792491043,371.04,31.23274741143991,13.605715311338608,11.175372130736953,5.473370060421292,62.862272185085565,57.38890212466427,29.789407744843846,11.029074926991395,21.877708056234805,23,20,0.33309515847857385,-0.6946823839582135,1160.6,163.45932829462004
1,106.57,3.1630839381843785,1.4981999999999982,103,130,27,106.0,1.0,2.0,0,100,37,25,5.036061285182506,31.121417498870514,11367.170000000002,269.7022631378058,370.28,28.599072552360635,13.958977367443955,11.549070198900779,3.386034507958991,58.145078680831375,54.759044172872386,26.304997303724825,9.996975018632382,24.068909000839522,21,20,0.2623723918038197,-0.8595033753591421,1012.7600000000001,131.92112594348305
0,106.7,3.3896902513356584,1.6400000000000006,99,130,31,106.0,1.0,2.0,0,100,40,24,4.168376125482718,23.36162902467123,11396.38,270.0769857192392,371.67999999999995,30.31540299613255,16.097712296536983,13.858833899347282,3.094737361280215,65.71319828640473,62.618460925124516,27.08212042724254,13.393472862441996,25.859394011745827,21,18,0.19272072246871588,-1.0060494147854178,1178.1600000000003,186.77817734183824
1,106.21,3.083163959311927,1.417199999999998,87,120,33,106.0,1.0,2.0,0,100,34,22,-0.9099137466175019,18.8099528050537,11290.070000000002,269.5377710917619,370.79,28.42893619115361,11.983137612466777,10.311349700631116,4.711279192464471,52.363473270300226,47.65219407783575,28.572981745861405,9.786374899655065,20.322927888441328,25,20,0.03993634502133329,-1.0016086377163091,951.7999999999995,156.61857647291126
1,106.3,4.682947789587238,2.112,82,129,47,106.0,1.0,2.0,0,100,38,22,-0.48398666181277616,14.029133862688333,11321.619999999999,270.07925827814836,373.71000000000004,41.29557874645508,22.084274404999746,17.441955036471235,1.9999999999999982,108.58755136319014,106.58755136319014,39.925625203987565,15.064057770741577,27.731517271209952,24,16,0.7932369841465166,0.6070201264767401,2193.039999999999,234.41243389631293
